chr	start	end	gene	transcript
Scaffold_1	780510	780738	MSTRG.1 MSTRG.1.1 
Scaffold_1	1120777	1121694	MSTRG.2 MSTRG.2.1 
Scaffold_1	1091867	1094022	MSTRG.3 MSTRG.3.1 
Scaffold_1	222557	223178	MSTRG.4 TOST018857.1 
Scaffold_1	745887	747652	MSTRG.5 TOST009784.1 
Scaffold_1	747537	751116	MSTRG.6 MSTRG.6.1 
Scaffold_1	748876	751116	MSTRG.6 TOST009783.1 
Scaffold_1	750279	750915	MSTRG.6 MSTRG.6.3 
Scaffold_1	1123362	1132419	MSTRG.7 MSTRG.7.1 
Scaffold_1	1123362	1128876	MSTRG.7 TOST009779.1 
Scaffold_1	1582619	1596659	MSTRG.8 TOST009796.1 
Scaffold_1	1596274	1610383	MSTRG.8 MSTRG.8.2 
Scaffold_1	1596280	1610383	MSTRG.8 MSTRG.8.3 
Scaffold_1	1596660	1610383	MSTRG.8 TOST009795.1 
Scaffold_1	1961119	2011131	MSTRG.9 MSTRG.9.1 
Scaffold_1	2046403	2046616	MSTRG.10 MSTRG.10.1 
Scaffold_1	2048360	2048876	MSTRG.11 MSTRG.11.1 
Scaffold_1	2156256	2166991	MSTRG.12 TOST009790.1 
Scaffold_1	2345389	2346713	MSTRG.13 MSTRG.13.1 
Scaffold_1	2370712	2371007	MSTRG.14 MSTRG.14.1 
Scaffold_1	1660980	1885221	MSTRG.15 MSTRG.15.1 
Scaffold_1	1660980	1861960	MSTRG.15 MSTRG.15.2 
Scaffold_1	1660987	1885221	MSTRG.15 MSTRG.15.3 
Scaffold_1	1661009	1885221	MSTRG.15 MSTRG.15.4 
Scaffold_1	1661010	1850444	MSTRG.15 MSTRG.15.5 
Scaffold_1	1661011	1850444	MSTRG.15 MSTRG.15.6 
Scaffold_1	1661012	1885221	MSTRG.15 MSTRG.15.7 
Scaffold_1	1661012	1881111	MSTRG.15 MSTRG.15.8 
Scaffold_1	1661012	1881111	MSTRG.15 MSTRG.15.9 
Scaffold_1	1661012	1881111	MSTRG.15 MSTRG.15.10 
Scaffold_1	1661017	1861960	MSTRG.15 MSTRG.15.11 
Scaffold_1	1661020	1861960	MSTRG.15 MSTRG.15.12 
Scaffold_1	1661020	1861960	MSTRG.15 MSTRG.15.13 
Scaffold_1	1661030	1850444	MSTRG.15 MSTRG.15.14 
Scaffold_1	1781939	1783865	MSTRG.15 TOST009794.1 
Scaffold_1	1814731	1816743	MSTRG.15 TOST009793.1 
Scaffold_1	1861980	1881111	MSTRG.15 MSTRG.15.17 
Scaffold_1	2930733	3020282	MSTRG.16 MSTRG.16.1 
Scaffold_1	2930863	3020282	MSTRG.16 MSTRG.16.2 
Scaffold_1	2930948	3020282	MSTRG.16 TOST003504.1 
Scaffold_1	3904925	3961202	MSTRG.17 MSTRG.17.1 
Scaffold_1	3905191	3918549	MSTRG.17 MSTRG.17.2 
Scaffold_1	3905313	3961202	MSTRG.17 TOST003517.1 
Scaffold_1	3160324	3245601	MSTRG.18 MSTRG.18.1 
Scaffold_1	3168217	3245601	MSTRG.18 TOST003505.1 
Scaffold_1	3169481	3513030	MSTRG.18 MSTRG.18.3 
Scaffold_1	3169481	3428369	MSTRG.18 MSTRG.18.4 
Scaffold_1	3169481	3781333	MSTRG.18 MSTRG.18.5 
Scaffold_1	3225919	3781333	MSTRG.18 MSTRG.18.6 
Scaffold_1	3704528	3706584	MSTRG.18 TOST003513.1 
Scaffold_1	3704556	3781333	MSTRG.18 MSTRG.18.8 
Scaffold_1	3744690	3749102	MSTRG.18 TOST003514.1 
Scaffold_1	3251947	3252431	MSTRG.19 TOST003506.1 
Scaffold_1	3332415	3332795	MSTRG.20 TOST003507.1 
Scaffold_1	3402459	3402896	MSTRG.21 TOST003509.1 
Scaffold_1	3433807	3434442	MSTRG.22 TOST003510.1 
Scaffold_1	3514149	3514406	MSTRG.23 TOST003511.1 
Scaffold_1	3749383	3752803	MSTRG.24 TOST003515.1 
Scaffold_1	3781930	3801404	MSTRG.25 MSTRG.25.1 
Scaffold_1	3783911	3831093	MSTRG.25 TOST003516.1 
Scaffold_1	3801463	3803264	MSTRG.25 MSTRG.25.3 
Scaffold_1	3808159	3831093	MSTRG.25 MSTRG.25.4 
Scaffold_1	3808159	3831093	MSTRG.25 MSTRG.25.5 
Scaffold_1	3985039	4106271	MSTRG.26 MSTRG.26.1 
Scaffold_1	3985039	4009054	MSTRG.26 MSTRG.26.2 
Scaffold_1	3985140	4027972	MSTRG.26 TOST003518.1 
Scaffold_1	4023855	4106271	MSTRG.26 MSTRG.26.4 
Scaffold_1	4023875	4106271	MSTRG.26 MSTRG.26.5 
Scaffold_1	4056435	4056716	MSTRG.27 TOST003520.1 
Scaffold_1	4120631	4176570	MSTRG.28 MSTRG.28.1 
Scaffold_1	4120631	4170311	MSTRG.28 TOST003521.1 
Scaffold_1	4120635	4173385	MSTRG.28 MSTRG.28.3 
Scaffold_1	4173386	4176570	MSTRG.28 MSTRG.28.4 
Scaffold_1	4200041	4224569	MSTRG.29 MSTRG.29.1 
Scaffold_1	4200414	4224569	MSTRG.29 MSTRG.29.2 
Scaffold_1	4200810	4224569	MSTRG.29 MSTRG.29.3 
Scaffold_1	4201308	4224569	MSTRG.29 MSTRG.29.4 
Scaffold_1	4201366	4224569	MSTRG.29 MSTRG.29.5 
Scaffold_1	4201366	4224569	MSTRG.29 MSTRG.29.6 
Scaffold_1	4201366	4223211	MSTRG.29 TOST003522.1 
Scaffold_1	4201827	4224569	MSTRG.29 MSTRG.29.8 
Scaffold_1	4409623	4464130	MSTRG.30 MSTRG.30.1 
Scaffold_1	4414776	4423326	MSTRG.30 TOST003526.1 
Scaffold_1	4423327	4464130	MSTRG.30 TOST003527.1 
Scaffold_1	4272712	4388310	MSTRG.31 MSTRG.31.1 
Scaffold_1	4276201	4334261	MSTRG.31 TOST003523.1 
Scaffold_1	4338855	4371293	MSTRG.31 TOST003524.1 
Scaffold_1	4338900	4388310	MSTRG.31 MSTRG.31.4 
Scaffold_1	4379487	4387881	MSTRG.31 TOST003525.1 
